Component_ID,Lot_ID,Value_0h,Value_24h,Value_96h,Value_168h,Limit,Drift_0_24_per_h,Drift_24_96_per_h,Drift_96_168_per_h,Failure_Flag_168h,Failure_Time_h,RUL_at_168h,Risk
C-123586,L-102,17.391,17.548,19.863,23.934,50.0,0.00654,0.03215,0.05654,0,504,336,Normal
C-123587,L-113,19.91,19.63,24.394,30.475,50.0,-0.01167,0.06617,0.08446,0,336,168,Normal
C-123588,L-105,15.336,16.738,21.344,27.824,50.0,0.05839,0.06397,0.09001,0,312,144,Normal
C-123589,L-111,19.75,20.373,24.128,30.199,50.0,0.02597,0.05216,0.08431,0,336,168,Normal
C-123590,L-109,19.324,19.752,23.364,30.137,50.0,0.01782,0.05018,0.09407,0,336,168,Normal
C-123591,L-102,17.697,18.396,21.197,25.489,50.0,0.02914,0.0389,0.0596,0,408,240,Normal
C-123592,L-120,18.998,19.156,23.519,30.451,50.0,0.00658,0.06059,0.09628,0,336,168,Normal
C-123593,L-117,20.797,21.508,23.702,27.062,50.0,0.02962,0.03047,0.04667,0,456,288,Normal
C-123594,L-108,19.45,20.366,23.895,28.841,50.0,0.03816,0.04902,0.06871,0,408,240,Normal
C-123595,L-108,19.236,20.255,27.043,36.19,50.0,0.04247,0.09429,0.12703,0,264,96,Warning
C-123596,L-107,19.344,19.606,22.335,25.258,50.0,0.0109,0.0379,0.0406,0,504,336,Normal
C-123597,L-105,20.264,20.157,24.893,31.519,50.0,-0.00448,0.06578,0.09202,0,312,144,Normal
C-123598,L-114,19.154,19.756,22.286,25.83,50.0,0.0251,0.03514,0.04923,0,504,336,Normal
C-123599,L-109,16.537,17.141,19.576,23.679,50.0,0.02517,0.03382,0.05698,0,480,312,Normal
C-123600,L-115,20.772,20.711,24.74,29.211,50.0,-0.00254,0.05595,0.06211,0,432,264,Normal
C-123601,L-102,21.647,22.423,24.158,28.334,50.0,0.03232,0.02409,0.058,0,456,288,Normal
C-123602,L-104,19.09,18.973,25.199,33.32,50.0,-0.00489,0.08648,0.11279,0,264,96,Warning
C-123603,L-107,20.311,20.158,23.704,28.584,50.0,-0.00636,0.04924,0.06778,0,384,216,Normal
C-123604,L-114,18.224,18.428,22.139,27.919,50.0,0.00853,0.05154,0.08028,0,384,216,Normal
C-123605,L-114,19.453,19.089,21.506,24.74,50.0,-0.01517,0.03358,0.04492,0,480,312,Normal
C-123606,L-104,17.266,17.085,23.116,31.234,50.0,-0.00756,0.08376,0.11275,0,288,120,Normal
C-123607,L-101,17.322,18.369,21.687,26.408,50.0,0.04361,0.04608,0.06558,0,360,192,Normal
C-123608,L-112,18.67,19.564,26.018,35.924,50.0,0.03724,0.08964,0.13758,0,240,72,Warning
C-123609,L-109,19.478,20.33,22.926,26.892,50.0,0.03548,0.03606,0.05508,0,432,264,Normal
C-123610,L-104,18.86,19.642,21.95,27.158,50.0,0.03257,0.03206,0.07233,0,408,240,Normal
C-123611,L-114,19.543,19.975,23.229,29.15,50.0,0.01803,0.04519,0.08224,0,360,192,Normal
C-123612,L-101,22.486,22.402,24.973,29.671,50.0,-0.00348,0.0357,0.06525,0,408,240,Normal
C-123613,L-104,22.485,23.465,28.632,36.318,50.0,0.04083,0.07177,0.10674,0,264,96,Warning
C-123614,L-110,18.247,19.055,25.819,34.682,50.0,0.03367,0.09395,0.1231,0,240,72,Warning
C-123615,L-117,18.372,19.183,23.377,30.229,50.0,0.0338,0.05825,0.09517,0,360,192,Normal
C-123616,L-107,20.804,22.523,23.742,26.781,50.0,0.07164,0.01693,0.04222,0,480,312,Normal
C-123617,L-110,18.111,18.502,21.97,26.316,50.0,0.01627,0.04817,0.06036,0,384,216,Normal
C-123618,L-114,17.095,18.005,20.675,25.881,50.0,0.03791,0.03708,0.07231,0,408,240,Normal
C-123619,L-109,20.544,21.795,29.289,41.143,50.0,0.05213,0.10408,0.16465,0,240,72,Warning
C-123620,L-103,18.38,18.9,21.18,25.008,50.0,0.02164,0.03168,0.05316,0,456,288,Normal
C-123621,L-119,20.08,20.834,26.957,37.121,50.0,0.03139,0.08505,0.14117,0,264,96,Warning
C-123622,L-107,19.407,19.882,23.422,29.222,50.0,0.0198,0.04917,0.08055,0,336,168,Normal
C-123623,L-113,19.095,19.591,22.349,27.247,50.0,0.02068,0.0383,0.06802,0,408,240,Normal
C-123624,L-116,20.801,21.582,29.781,42.241,50.0,0.03255,0.11387,0.17306,0,240,72,Warning
C-123625,L-102,17.299,17.865,20.479,25.152,50.0,0.02361,0.03629,0.06491,0,456,288,Normal
C-123626,L-104,19.888,20.062,22.766,27.078,50.0,0.00727,0.03755,0.0599,0,408,240,Normal
C-123627,L-103,21.408,21.546,25.206,31.504,50.0,0.00575,0.05083,0.08748,0,360,192,Normal
C-123628,L-105,19.233,20.47,22.193,25.405,50.0,0.05152,0.02393,0.04462,0,480,312,Normal
C-123629,L-101,19.077,19.908,23.259,28.837,50.0,0.0346,0.04654,0.07747,0,360,192,Normal
C-123630,L-103,20.113,20.365,22.537,26.069,50.0,0.01049,0.03018,0.04905,0,504,336,Normal
C-123631,L-103,19.561,20.572,25.209,33.965,50.0,0.04211,0.0644,0.12162,0,288,120,Normal
C-123632,L-105,18.726,18.789,21.505,25.337,50.0,0.0026,0.03773,0.05322,0,480,312,Normal
C-123633,L-109,18.652,19.39,25.94,37.42,50.0,0.03075,0.09097,0.15945,0,240,72,Warning
C-123634,L-107,21.097,20.957,24.506,30.036,50.0,-0.00582,0.04929,0.0768,0,384,216,Normal
C-123635,L-120,17.98,18.533,21.949,27.076,50.0,0.02306,0.04744,0.0712,0,384,216,Normal
C-123636,L-117,19.366,19.797,22.037,26.498,50.0,0.01795,0.03111,0.06196,0,456,288,Normal
C-123637,L-109,19.486,19.682,22.028,25.63,50.0,0.00818,0.03258,0.05002,0,480,312,Normal
C-123638,L-111,20.909,21.008,23.863,27.792,50.0,0.00411,0.03966,0.05458,0,456,288,Normal
C-123639,L-107,19.389,20.03,25.86,34.401,50.0,0.02668,0.08098,0.11863,0,288,120,Normal
C-123640,L-112,19.902,21.496,25.144,31.917,50.0,0.0664,0.05067,0.09407,0,336,168,Normal
C-123641,L-112,19.363,20.176,27.196,38.071,50.0,0.03388,0.0975,0.15104,0,240,72,Warning
C-123642,L-110,21.2,21.49,24.162,27.105,50.0,0.01211,0.03711,0.04088,0,504,336,Normal
C-123643,L-107,19.969,20.654,27.531,37.488,50.0,0.02857,0.09551,0.13829,0,240,72,Warning
C-123644,L-101,20.717,21.744,27.797,37.351,50.0,0.0428,0.08407,0.13269,0,264,96,Warning
C-123645,L-111,19.711,20.373,24.947,32.243,50.0,0.02759,0.06352,0.10133,0,312,144,Normal
C-123646,L-112,19.372,19.139,23.531,30.555,50.0,-0.00974,0.061,0.09756,0,336,168,Normal
C-123647,L-107,18.232,18.369,21.799,25.862,50.0,0.00569,0.04763,0.05643,0,408,240,Normal
C-123648,L-111,18.859,19.948,21.781,26.111,50.0,0.04538,0.02545,0.06014,0,432,264,Normal
C-123649,L-120,20.328,20.451,24.287,30.3,50.0,0.00514,0.05327,0.08352,0,336,168,Normal
C-123650,L-108,20.356,20.974,22.724,27.333,50.0,0.02576,0.02431,0.06401,0,432,264,Normal
C-123651,L-107,16.958,17.061,22.314,29.395,50.0,0.00427,0.07296,0.09835,0,312,144,Normal
C-123652,L-116,19.473,20.738,25.784,33.428,50.0,0.05272,0.07008,0.10616,0,288,120,Normal
C-123653,L-120,17.917,18.277,20.879,26.368,50.0,0.01503,0.03614,0.07623,0,384,216,Normal
C-123654,L-107,17.549,17.938,22.493,28.954,50.0,0.01619,0.06327,0.08974,0,312,144,Normal
C-123655,L-109,18.424,19.033,20.813,24.526,50.0,0.02538,0.02472,0.05158,0,504,336,Normal
C-123656,L-108,19.258,19.731,22.843,26.216,50.0,0.01973,0.04322,0.04684,0,456,288,Normal
C-123657,L-107,20.129,20.295,24.143,29.693,50.0,0.00693,0.05344,0.07708,0,336,168,Normal
C-123658,L-120,20.866,21.519,24.3,29.695,50.0,0.02721,0.03862,0.07494,0,384,216,Normal
C-123659,L-109,18.133,18.619,21.164,24.891,50.0,0.02027,0.03534,0.05176,0,480,312,Normal
C-123660,L-108,18.697,19.453,24.228,32.115,50.0,0.03147,0.06633,0.10953,0,312,144,Normal
C-123661,L-119,19.63,20.256,22.33,26.032,50.0,0.02606,0.02881,0.05142,0,504,336,Normal
C-123662,L-103,17.111,17.701,18.966,22.114,50.0,0.02458,0.01757,0.04372,0,504,336,Normal
C-123663,L-112,19.98,20.297,22.972,25.958,50.0,0.0132,0.03715,0.04147,0,504,336,Normal
C-123664,L-117,20.149,20.071,22.783,27.487,50.0,-0.00324,0.03766,0.06533,0,432,264,Normal
C-123665,L-106,18.02,19.144,21.848,27.203,50.0,0.04683,0.03755,0.07437,0,408,240,Normal
C-123666,L-119,17.512,18.725,22.082,28.454,50.0,0.05054,0.04663,0.0885,0,336,168,Normal
C-123667,L-120,22.783,22.687,27.38,35.93,50.0,-0.00399,0.06519,0.11874,0,312,144,Normal
C-123668,L-107,21.685,21.379,25.101,28.703,50.0,-0.01276,0.05169,0.05003,0,432,264,Normal
C-123669,L-119,20.648,21.083,25.994,33.554,50.0,0.01816,0.0682,0.10501,0,288,120,Normal
C-123670,L-114,19.665,19.824,22.773,26.98,50.0,0.00661,0.04096,0.05843,0,408,240,Normal
C-123671,L-110,20.688,21.245,24.383,27.571,50.0,0.02324,0.04358,0.04428,0,456,288,Normal
C-123672,L-119,18.72,19.293,25.219,35.053,50.0,0.02385,0.08231,0.13658,0,240,72,Warning
C-123673,L-110,18.158,18.65,24.658,34.391,50.0,0.02051,0.08345,0.13518,0,264,96,Warning
C-123674,L-119,18.087,18.682,20.806,25.295,50.0,0.02479,0.02949,0.06236,0,456,288,Normal
C-123675,L-118,21.182,21.201,23.351,26.769,50.0,0.00079,0.02987,0.04747,0,480,312,Normal
C-123676,L-111,19.211,19.485,23.686,29.501,50.0,0.01142,0.05835,0.08076,0,360,192,Normal
C-123677,L-107,19.316,19.962,22.264,25.318,50.0,0.02695,0.03197,0.04241,0,504,336,Normal
C-123678,L-115,20.234,21.073,23.7,27.589,50.0,0.03498,0.03648,0.05403,0,432,264,Normal
C-123679,L-120,18.235,18.685,21.646,27.446,50.0,0.01874,0.04112,0.08056,0,384,216,Normal
C-123680,L-109,19.51,19.99,22.403,26.614,50.0,0.02003,0.03352,0.05848,0,408,240,Normal
C-123681,L-103,22.868,24.104,28.455,36.674,50.0,0.05149,0.06043,0.11416,0,288,120,Normal
C-123682,L-112,19.423,20.163,23.638,30.182,50.0,0.03086,0.04825,0.09089,0,360,192,Normal
C-123683,L-109,19.674,20.255,23.071,28.106,50.0,0.0242,0.03912,0.06992,0,384,216,Normal
C-123684,L-116,20.931,21.145,23.105,27.215,50.0,0.00891,0.02722,0.05708,0,456,288,Normal
C-123685,L-120,18.261,18.545,23.286,31.37,50.0,0.01184,0.06585,0.11228,0,288,120,Normal
C-123686,L-102,22.826,22.926,25.841,31.045,50.0,0.00418,0.04049,0.07228,0,408,240,Normal
C-123687,L-115,16.958,17.232,20.908,26.445,50.0,0.0114,0.05106,0.0769,0,360,192,Normal
C-123688,L-116,18.325,18.7,21.404,24.91,50.0,0.01561,0.03756,0.0487,0,504,336,Normal
C-123689,L-120,19.694,19.399,22.848,27.998,50.0,-0.01228,0.04791,0.07152,0,360,192,Normal
C-123690,L-119,18.117,19.22,20.972,23.59,50.0,0.04597,0.02434,0.03635,0,504,336,Normal
C-123691,L-110,18.254,19.259,22.007,27.121,50.0,0.04188,0.03815,0.07103,0,384,216,Normal
C-123692,L-110,17.743,18.627,25.676,34.209,50.0,0.03682,0.0979,0.1185,0,264,96,Warning
C-123693,L-108,19.363,19.68,24.061,30.684,50.0,0.0132,0.06085,0.09199,0,360,192,Normal
C-123694,L-109,19.494,19.748,25.619,33.948,50.0,0.01058,0.08155,0.11568,0,288,120,Normal
C-123695,L-104,16.616,17.978,19.964,24.66,50.0,0.05673,0.02758,0.06523,0,408,240,Normal
C-123696,L-112,15.859,16.243,18.572,22.401,50.0,0.01599,0.03235,0.05318,0,504,336,Normal
C-123697,L-118,19.188,18.949,21.719,25.844,50.0,-0.00998,0.03847,0.05729,0,408,240,Normal
C-123698,L-115,18.562,18.569,20.684,25.495,50.0,0.00027,0.02937,0.06682,0,432,264,Normal
C-123699,L-119,18.64,19.025,22.477,28.337,50.0,0.01604,0.04793,0.0814,0,336,168,Normal
C-123700,L-118,15.276,15.954,18.528,22.916,50.0,0.02823,0.03574,0.06095,0,408,240,Normal
C-123701,L-106,21.454,21.558,24.127,27.672,50.0,0.00433,0.03568,0.04924,0,480,312,Normal
C-123702,L-104,19.911,19.468,22.461,26.039,50.0,-0.01845,0.04157,0.04969,0,456,288,Normal
C-123703,L-120,20.111,20.052,24.811,31.524,50.0,-0.00248,0.06609,0.09325,0,336,168,Normal
C-123704,L-115,20.262,20.016,22.248,26.346,50.0,-0.01026,0.031,0.05692,0,456,288,Normal
C-123705,L-110,18.48,19.604,25.472,34.149,50.0,0.04685,0.08151,0.1205,0,264,96,Warning
C-123706,L-108,17.876,18.658,21.283,24.855,50.0,0.03259,0.03646,0.0496,0,432,264,Normal
C-123707,L-104,15.572,15.724,18.451,21.737,50.0,0.00633,0.03787,0.04564,0,504,336,Normal
C-123708,L-114,18.958,19.327,22.794,27.006,50.0,0.01539,0.04815,0.0585,0,384,216,Normal
C-123709,L-106,17.535,17.755,20.845,26.437,50.0,0.00916,0.04292,0.07766,0,360,192,Normal
C-123710,L-115,16.781,16.666,19.307,21.939,50.0,-0.00478,0.03669,0.03655,0,504,336,Normal
C-123711,L-119,16.301,16.7,19.589,24.362,50.0,0.01662,0.04013,0.06628,0,432,264,Normal
C-123712,L-120,16.439,17.142,19.332,23.641,50.0,0.02928,0.03042,0.05985,0,456,288,Normal
C-123713,L-107,18.349,19.071,21.375,25.172,50.0,0.03009,0.032,0.05274,0,432,264,Normal
C-123714,L-105,17.727,18.068,20.938,26.027,50.0,0.01419,0.03986,0.07069,0,384,216,Normal
C-123715,L-106,18.646,18.689,22.63,27.214,50.0,0.00177,0.05474,0.06366,0,360,192,Normal
C-123716,L-117,19.016,18.966,21.229,24.411,50.0,-0.00209,0.03144,0.04419,0,480,312,Normal
C-123717,L-105,16.646,17.154,21.05,27.207,50.0,0.02117,0.05411,0.08551,0,336,168,Normal
C-123718,L-119,20.795,21.731,28.371,38.606,50.0,0.03898,0.09223,0.14215,0,264,96,Warning
C-123719,L-111,23.212,23.13,26.225,30.484,50.0,-0.00341,0.04298,0.05914,0,456,288,Normal
C-123720,L-108,18.884,19.51,22.113,26.753,50.0,0.02608,0.03615,0.06445,0,456,288,Normal
C-123721,L-114,16.882,17.845,21.151,26.316,50.0,0.04014,0.04591,0.07174,0,360,192,Normal
C-123722,L-118,19.049,20.243,24.861,33.206,50.0,0.04975,0.06414,0.11591,0,288,120,Normal
C-123723,L-101,19.168,20.137,23.608,29.312,50.0,0.04037,0.04821,0.07922,0,360,192,Normal
C-123724,L-107,18.622,18.922,20.621,24.384,50.0,0.01253,0.02359,0.05226,0,504,336,Normal
C-123725,L-110,19.284,20.547,22.532,26.907,50.0,0.05262,0.02757,0.06077,0,456,288,Normal
C-123726,L-106,18.814,19.189,21.753,26.788,50.0,0.01564,0.0356,0.06993,0,384,216,Normal
C-123727,L-117,22.637,22.513,30.323,42.966,50.0,-0.00515,0.10848,0.1756,0,240,72,Warning
C-123728,L-111,16.661,17.482,24.217,36.6,50.0,0.03423,0.09354,0.17199,0,240,72,Warning
C-123729,L-120,18.427,18.18,21.55,27.186,50.0,-0.0103,0.04681,0.07828,0,384,216,Normal
C-123730,L-117,21.404,22.585,28.712,38.073,50.0,0.04924,0.08509,0.13002,0,264,96,Warning
C-123731,L-106,19.9,19.946,23.058,26.876,50.0,0.00194,0.04322,0.05303,0,432,264,Normal
C-123732,L-110,20.032,20.765,28.54,41.231,50.0,0.03054,0.10799,0.17626,0,240,72,Warning
C-123733,L-118,19.751,20.225,25.047,33.688,50.0,0.01976,0.06697,0.12002,0,264,96,Warning
C-123734,L-107,17.46,18.125,21.104,26.836,50.0,0.02771,0.04137,0.07962,0,360,192,Normal
C-123735,L-101,22.856,23.044,28.08,35.691,50.0,0.0078,0.06995,0.10571,0,288,120,Normal
C-123736,L-109,18.247,19.129,21.288,26.067,50.0,0.03677,0.02998,0.06638,0,408,240,Normal
C-123737,L-105,17.015,17.511,21.387,27.073,50.0,0.02066,0.05382,0.07898,0,336,168,Normal
C-123738,L-113,19.896,20.571,22.997,26.616,50.0,0.0281,0.03369,0.05027,0,456,288,Normal
C-123739,L-105,21.013,22.288,27.811,38.237,50.0,0.05312,0.07672,0.1448,0,240,72,Warning
C-123740,L-103,18.428,18.578,20.695,23.538,50.0,0.00625,0.02939,0.03948,0,504,336,Normal
C-123741,L-113,19.56,20.698,24.986,31.211,50.0,0.0474,0.05956,0.08646,0,312,144,Normal
C-123742,L-116,20.068,20.928,22.587,25.648,50.0,0.03584,0.02304,0.0425,0,504,336,Normal
C-123743,L-112,19.259,20.02,23.025,27.252,50.0,0.03173,0.04173,0.0587,0,432,264,Normal
C-123744,L-101,20.715,21.571,28.619,38.935,50.0,0.03566,0.09789,0.14327,0,240,72,Warning
C-123745,L-103,19.94,20.511,24.592,29.862,50.0,0.0238,0.05667,0.0732,0,360,192,Normal
C-123746,L-116,17.645,19.025,24.381,34.243,50.0,0.0575,0.07439,0.13697,0,264,96,Warning
C-123747,L-106,18.025,18.352,21.457,25.42,50.0,0.01363,0.04312,0.05504,0,456,288,Normal
C-123748,L-116,21.453,22.853,27.899,36.971,50.0,0.05833,0.07008,0.12599,0,264,96,Warning
C-123749,L-112,20.817,21.15,23.664,28.881,50.0,0.01388,0.03493,0.07245,0,408,240,Normal
C-123750,L-112,17.823,18.356,23.005,30.156,50.0,0.02224,0.06456,0.09932,0,312,144,Normal
C-123751,L-111,20.501,20.358,22.786,25.832,50.0,-0.00598,0.03372,0.04232,0,504,336,Normal
C-123752,L-114,18.853,19.083,23.889,30.382,50.0,0.00959,0.06674,0.09019,0,336,168,Normal
C-123753,L-119,19.154,19.322,22.413,26.719,50.0,0.00701,0.04293,0.05981,0,408,240,Normal
C-123754,L-118,17.042,17.36,20.498,24.671,50.0,0.01328,0.04358,0.05796,0,432,264,Normal
C-123755,L-110,19.058,19.639,21.134,24.53,50.0,0.02423,0.02076,0.04717,0,504,336,Normal
C-123756,L-103,19.729,19.41,21.535,24.292,50.0,-0.01331,0.02952,0.03828,0,504,336,Normal
C-123757,L-107,19.072,18.976,23.164,28.398,50.0,-0.00401,0.05817,0.07269,0,384,216,Normal
C-123758,L-111,18.749,18.857,21.618,25.183,50.0,0.0045,0.03834,0.04952,0,456,288,Normal
C-123759,L-119,18.76,18.589,21.165,24.754,50.0,-0.00711,0.03577,0.04985,0,480,312,Normal
C-123760,L-119,20.144,20.913,26.62,34.258,50.0,0.03207,0.07926,0.10607,0,264,96,Warning
C-123761,L-120,20.475,21.353,28.333,39.913,50.0,0.03658,0.09695,0.16083,0,240,72,Warning
C-123762,L-112,19.61,20.656,25.168,31.99,50.0,0.04359,0.06267,0.09475,0,336,168,Normal
C-123763,L-120,19.522,20.535,26.398,36.578,50.0,0.04221,0.08143,0.14139,0,240,72,Warning
C-123764,L-119,18.766,19.121,22.778,29.236,50.0,0.01479,0.05079,0.08969,0,384,216,Normal
C-123765,L-106,19.326,19.39,24.217,30.282,50.0,0.00268,0.06704,0.08424,0,336,168,Normal
C-123766,L-111,21.903,22.545,26.541,33.298,50.0,0.02673,0.0555,0.09385,0,360,192,Normal
C-123767,L-110,21.543,21.956,25.065,30.721,50.0,0.01722,0.04317,0.07856,0,384,216,Normal
C-123768,L-118,18.086,18.294,22.643,30.063,50.0,0.00865,0.06041,0.10305,0,312,144,Normal
C-123769,L-119,16.964,16.595,18.549,22.54,50.0,-0.01535,0.02713,0.05543,0,504,336,Normal
C-123770,L-114,15.065,16.093,18.419,21.937,50.0,0.04284,0.03231,0.04886,0,456,288,Normal
C-123771,L-115,21.124,21.373,24.814,30.201,50.0,0.01035,0.04779,0.07482,0,384,216,Normal
C-123772,L-118,20.018,21.082,25.431,32.801,50.0,0.04436,0.0604,0.10236,0,288,120,Normal
C-123773,L-106,17.901,17.5,21.285,26.104,50.0,-0.01672,0.05257,0.06694,0,408,240,Normal
C-123774,L-112,18.306,19.029,23.714,30.867,50.0,0.03016,0.06506,0.09935,0,312,144,Normal
C-123775,L-104,18.886,19.835,26.609,36.681,50.0,0.03957,0.09408,0.13988,0,264,96,Warning
C-123776,L-109,19.865,20.207,23.208,27.168,50.0,0.01428,0.04167,0.055,0,456,288,Normal
C-123777,L-111,19.119,19.169,23.102,29.291,50.0,0.00206,0.05463,0.08596,0,336,168,Normal
C-123778,L-120,17.993,17.669,22.357,28.253,50.0,-0.01352,0.06511,0.08189,0,360,192,Normal
C-123779,L-102,21.437,22.336,26.286,32.22,50.0,0.03745,0.05486,0.08242,0,360,192,Normal
C-123780,L-114,20.461,20.087,22.97,26.908,50.0,-0.01557,0.04004,0.05469,0,456,288,Normal
C-123781,L-119,19.046,18.723,22.028,27.239,50.0,-0.01349,0.0459,0.07238,0,360,192,Normal
C-123782,L-108,18.819,19.887,23.966,30.946,50.0,0.04447,0.05665,0.09694,0,312,144,Normal
C-123783,L-103,20.4,20.305,23.525,28.467,50.0,-0.00396,0.04473,0.06863,0,408,240,Normal
C-123784,L-110,18.322,19.151,23.2,30.816,50.0,0.03453,0.05625,0.10576,0,312,144,Normal
C-123785,L-118,20.71,21.574,26.64,33.87,50.0,0.03599,0.07036,0.10042,0,288,120,Normal
C-123786,L-104,21.123,21.651,25.107,31.508,50.0,0.022,0.048,0.0889,0,384,216,Normal
C-123787,L-108,23.322,24.298,26.209,29.851,50.0,0.04066,0.02654,0.05059,0,480,312,Normal
C-123788,L-114,20.67,21.791,25.905,33.713,50.0,0.04671,0.05713,0.10845,0,312,144,Normal
C-123789,L-118,17.273,17.946,21.522,26.045,50.0,0.02802,0.04967,0.06283,0,384,216,Normal
C-123790,L-115,20.688,21.176,23.262,27.331,50.0,0.02034,0.02897,0.05651,0,456,288,Normal
C-123791,L-109,19.633,19.827,25.967,34.659,50.0,0.0081,0.08528,0.12072,0,264,96,Warning
C-123792,L-110,20.462,21.539,24.816,31.642,50.0,0.04488,0.04551,0.09482,0,336,168,Normal
C-123793,L-105,18.138,18.933,25.502,35.641,50.0,0.03311,0.09124,0.14081,0,240,72,Warning
C-123794,L-109,18.341,18.998,21.001,24.47,50.0,0.02737,0.02781,0.04819,0,480,312,Normal
C-123795,L-104,19.771,20.338,23.382,28.021,50.0,0.02365,0.04227,0.06444,0,384,216,Normal
C-123796,L-120,19.994,20.004,22.744,25.767,50.0,0.0004,0.03806,0.04199,0,504,336,Normal
C-123797,L-115,21.045,21.23,24.529,29.837,50.0,0.00774,0.04582,0.07372,0,360,192,Normal
C-123798,L-102,17.913,18.593,24.028,31.067,50.0,0.02832,0.0755,0.09776,0,312,144,Normal
C-123799,L-101,22.609,22.687,25.072,29.561,50.0,0.00322,0.03313,0.06234,0,456,288,Normal
C-123800,L-111,18.271,18.862,21.342,25.301,50.0,0.02464,0.03444,0.05499,0,432,264,Normal
C-123801,L-107,20.826,21.582,28.964,38.788,50.0,0.03149,0.10253,0.13645,0,240,72,Warning
C-123802,L-110,20.916,21.384,28.991,40.173,50.0,0.01949,0.10566,0.1553,0,240,72,Warning
C-123803,L-106,20.719,21.19,23.376,27.26,50.0,0.01961,0.03037,0.05394,0,432,264,Normal
C-123804,L-116,20.038,20.934,23.096,26.578,50.0,0.03736,0.03002,0.04837,0,480,312,Normal
C-123805,L-110,18.508,18.842,26.232,36.873,50.0,0.01394,0.10264,0.14779,0,240,72,Warning
C-123806,L-111,19.131,19.717,22.182,26.705,50.0,0.02442,0.03423,0.06282,0,456,288,Normal
C-123807,L-109,20.347,20.428,22.539,27.307,50.0,0.00341,0.02931,0.06623,0,408,240,Normal
C-123808,L-116,18.187,18.803,22.592,28.091,50.0,0.02566,0.05262,0.07639,0,360,192,Normal
C-123809,L-104,20.045,20.469,25.036,31.238,50.0,0.01764,0.06343,0.08615,0,336,168,Normal
C-123810,L-102,16.963,18.071,20.605,25.038,50.0,0.04616,0.0352,0.06156,0,408,240,Normal
C-123811,L-110,21.279,21.646,24.164,28.104,50.0,0.01527,0.03498,0.05472,0,480,312,Normal
C-123812,L-116,19.248,19.632,23.716,29.877,50.0,0.01603,0.05672,0.08557,0,336,168,Normal
C-123813,L-116,19.075,18.923,24.695,33.354,50.0,-0.00632,0.08016,0.12026,0,264,96,Warning
C-123814,L-120,20.898,21.213,24.726,30.506,50.0,0.01313,0.04879,0.08027,0,360,192,Normal
C-123815,L-102,20.37,20.551,22.524,26.503,50.0,0.00756,0.0274,0.05527,0,456,288,Normal
C-123816,L-115,16.903,17.371,19.981,24.612,50.0,0.01948,0.03625,0.06433,0,408,240,Normal
C-123817,L-106,18.476,19.525,25.501,33.246,50.0,0.0437,0.083,0.10757,0,288,120,Normal
C-123818,L-115,19.911,21.086,23.737,28.186,50.0,0.04895,0.03683,0.06179,0,432,264,Normal
C-123819,L-115,21.035,21.442,23.179,26.274,50.0,0.01694,0.02412,0.04298,0,504,336,Normal
C-123820,L-106,19.702,20.401,27.152,38.229,50.0,0.02913,0.09376,0.15385,0,240,72,Warning
C-123821,L-114,19.675,19.548,22.522,26.626,50.0,-0.00528,0.04131,0.057,0,432,264,Normal
C-123822,L-108,17.584,18.607,22.722,28.671,50.0,0.04262,0.05715,0.08263,0,336,168,Normal
C-123823,L-115,21.943,22.19,25.627,30.458,50.0,0.01032,0.04773,0.0671,0,384,216,Normal
C-123824,L-103,17.255,17.195,20.264,25.348,50.0,-0.0025,0.04262,0.07062,0,408,240,Normal
C-123825,L-117,15.869,17.314,19.896,24.152,50.0,0.06024,0.03586,0.05911,0,384,216,Normal
C-123826,L-113,17.585,17.649,21.173,24.765,50.0,0.00266,0.04894,0.0499,0,384,216,Normal
C-123827,L-103,18.469,19.024,21.856,27.102,50.0,0.0231,0.03933,0.07286,0,408,240,Normal
C-123828,L-111,18.216,19.098,22.541,28.5,50.0,0.03674,0.04782,0.08276,0,336,168,Normal
C-123829,L-109,18.872,19.17,22.983,29.62,50.0,0.01239,0.05296,0.09219,0,336,168,Normal
C-123830,L-116,20.644,21.881,25.866,33.584,50.0,0.05153,0.05535,0.1072,0,288,120,Normal
C-123831,L-115,19.961,20.134,23.246,29.171,50.0,0.00722,0.04321,0.0823,0,384,216,Normal
C-123832,L-111,18.437,19.298,26.249,37.718,50.0,0.03587,0.09655,0.15929,0,240,72,Warning
C-123833,L-111,21.477,22.018,25.491,30.775,50.0,0.02254,0.04823,0.0734,0,384,216,Normal
C-123834,L-107,18.908,19.273,22.622,27.636,50.0,0.01522,0.04651,0.06964,0,432,264,Normal
C-123835,L-110,20.067,20.511,22.988,25.711,50.0,0.01853,0.0344,0.03782,0,456,288,Normal
C-123836,L-101,18.188,19.917,23.706,30.027,50.0,0.07203,0.05262,0.0878,0,312,144,Normal
C-123837,L-110,18.329,19.625,25.306,34.719,50.0,0.054,0.07891,0.13073,0,264,96,Warning
C-123838,L-113,18.697,18.811,23.972,32.182,50.0,0.00475,0.07168,0.11404,0,288,120,Normal
C-123839,L-120,20.381,20.737,24.105,30.082,50.0,0.0148,0.04679,0.08302,0,384,216,Normal
C-123840,L-113,18.719,19.871,22.907,28.041,50.0,0.04801,0.04216,0.07131,0,384,216,Normal
C-123841,L-115,20.032,20.491,23.57,26.705,50.0,0.01912,0.04277,0.04354,0,480,312,Normal
